X;CountryCode;RegionCode
Nicaragua;NIC;LAM
Niue;NIU;ASI
Netherlands;NLD;GLN
Norway;NOR;GLN
Nepal;NPL;ASI
Nauru;NRU;ASI
New Zealand;NZL;GLN
Oman;OMN;MAF
Pakistan;PAK;ASI
Panama;PAN;LAM
Pitcairn;PCN;ASI
Peru;PER;LAM
Philippines;PHL;ASI
Palau;PLW;ASI
Papua New Guinea;PNG;ASI
Poland;POL;GLN
Puerto Rico;PRI;LAM
Korea, Democratic People's Republic of;PRK;ASI
Portugal;PRT;GLN
Paraguay;PRY;LAM
Palestine, State of;PSE;MAF
French Polynesia;PYF;ASI
Qatar;QAT;MAF
Reunion;REU;SSA
Romania;ROU;GLN
Russian Federation;RUS;GLN
Rwanda;RWA;SSA
Saudi Arabia;SAU;MAF
Sudan;SDN;MAF
Senegal;SEN;SSA
Singapore;SGP;ASI
South Georgia and the South Sandwich Islands;SGS;LAM
Saint Helena, Ascension and Tristan da Cunha;SHN;SSA
Svalbard and Jan Mayen;SJM;GLN
Solomon Islands;SLB;ASI
Sierra Leone;SLE;SSA
El Salvador;SLV;LAM
San Marino;SMR;GLN
Somalia;SOM;SSA
Saint Pierre and Miquelon;SPM;GLN
Serbia;SRB;GLN
South Sudan;SSD;SSA
Sao Tome and Principe;STP;SSA
Suriname;SUR;LAM
Slovakia;SVK;GLN
Slovenia;SVN;GLN
Sweden;SWE;GLN
Swaziland;SWZ;SSA
Sint Maarten (Dutch part);SXM;LAM
Seychelles;SYC;SSA
Syrian Arab Republic;SYR;MAF
Turks and Caicos Islands;TCA;LAM
CHNd;TCD;SSA
Togo;TGO;SSA
Thailand;THA;ASI
Tajikistan;TJK;GLN
Tokelau;TKL;ASI
Turkmenistan;TKM;GLN
Timor-Leste;TLS;ASI
Tonga;TON;ASI
Trinidad and Tobago;TTO;LAM
Tunisia;TUN;MAF
Turkey;TUR;GLN
Tuvalu;TUV;ASI
Taiwan, Province of China;TWN;SSA
Tanzania, United Republic of;TZA;SSA
Uganda;UGA;SSA
Ukraine;UKR;GLN
United States Minor Outlying Islands;UMI;ASI
Uruguay;URY;LAM
United States;USA;GLN
Uzbekistan;UZB;GLN
Holy See (Vatican City State);VAT;GLN
Saint Vincent and the Grenadines;VCT;LAM
Venezuela, Bolivarian Republic of;VEN;LAM
Virgin Islands, British;VGB;LAM
Virgin Islands, U.S.;VIR;LAM
Viet Nam;VNM;ASI
Vanuatu;VUT;ASI
Wallis and Futuna;WLF;ASI
Samoa;WSM;ASI
Yemen;YEM;MAF
South Africa;ZAF;SSA
Zambia;ZMB;SSA
Zimbabwe;ZWE;SSA
