X;CountryCode;RegionCode
Martinique;MTQ;CSA
Mauritius;MUS;SSA
Malawi;MWI;SSA
Malaysia;MYS;SEA
Mayotte;MYT;SSA
Namibia;NAM;SSA
New Caledonia;NCL;JKO
Niger;NER;SSA
Norfolk Island;NFK;JKO
Nigeria;NGA;SSA
Nicaragua;NIC;CSA
Niue;NIU;JKO
Netherlands;NLD;EUR
Norway;NOR;EUR
Nepal;NPL;SAS
Nauru;NRU;SEA
New Zealand;NZL;JKO
Oman;OMN;MEN
Pakistan;PAK;SAS
Panama;PAN;CSA
Pitcairn;PCN;JKO
Peru;PER;CSA
Philippines;PHL;SEA
Palau;PLW;JKO
Papua New Guinea;PNG;SEA
Poland;POL;EUR
Puerto Rico;PRI;CSA
Korea, Democratic People's Republic of;PRK;JKO
Portugal;PRT;EUR
Paraguay;PRY;CSA
Palestine, State of;PSE;MEN
French Polynesia;PYF;JKO
Qatar;QAT;MEN
Reunion;REU;SSA
Romania;ROU;EUR
Russian Federation;RUS;RCA
Rwanda;RWA;SSA
Saudi Arabia;SAU;MEN
Sudan;SDN;SSA
Senegal;SEN;SSA
Singapore;SGP;SEA
South Georgia and the South Sandwich Islands;SGS;CSA
Saint Helena, Ascension and Tristan da Cunha;SHN;SSA
Svalbard and Jan Mayen;SJM;EUR
Solomon Islands;SLB;JKO
Sierra Leone;SLE;SSA
El Salvador;SLV;CSA
San Marino;SMR;EUR
Somalia;SOM;SSA
Saint Pierre and Miquelon;SPM;NAM
Serbia;SRB;EUR
South Sudan;SSD;SSA
Sao Tome and Principe;STP;SSA
Suriname;SUR;CSA
Slovakia;SVK;EUR
Slovenia;SVN;EUR
Sweden;SWE;EUR
Swaziland;SWZ;SSA
Sint Maarten (Dutch part);SXM;CSA
Seychelles;SYC;SSA
Syrian Arab Republic;SYR;MEN
Turks and Caicos Islands;TCA;CSA
Chad;TCD;SSA
Togo;TGO;SSA
Thailand;THA;SEA
Tajikistan;TJK;RCA
Tokelau;TKL;JKO
Turkmenistan;TKM;RCA
Timor-Leste;TLS;SEA
Tonga;TON;JKO
Trinidad and Tobago;TTO;CSA
Tunisia;TUN;MEN
Turkey;TUR;EUR
Tuvalu;TUV;JKO
Taiwan, Province of China;TWN;CHN
Tanzania, United Republic of;TZA;SSA
Uganda;UGA;SSA
Ukraine;UKR;RCA
United States Minor Outlying Islands;UMI;JKO
Uruguay;URY;CSA
United States;USA;NAM
Uzbekistan;UZB;RCA
Holy See (Vatican City State);VAT;EUR
Saint Vincent and the Grenadines;VCT;CSA
Venezuela, Bolivarian Republic of;VEN;CSA
Virgin Islands, British;VGB;CSA
Virgin Islands, U.S.;VIR;CSA
Viet Nam;VNM;SEA
Vanuatu;VUT;JKO
Wallis and Futuna;WLF;JKO
Samoa;WSM;JKO
Yemen;YEM;MEN
South Africa;ZAF;SSA
Zambia;ZMB;SSA
Zimbabwe;ZWE;SSA
