cell;cluster;region;country;global
34883;PRY.34883;LAM.81;LAM;PRY;GLO
34884;PRY.34884;LAM.81;LAM;PRY;GLO
34885;PRY.34885;LAM.81;LAM;PRY;GLO
34886;PRY.34886;LAM.81;LAM;PRY;GLO
34887;PRY.34887;LAM.81;LAM;PRY;GLO
34888;PRY.34888;LAM.81;LAM;PRY;GLO
34889;PRY.34889;LAM.81;LAM;PRY;GLO
34890;BOL.34890;LAM.63;LAM;BOL;GLO
34891;BOL.34891;LAM.75;LAM;BOL;GLO
34892;BOL.34892;LAM.75;LAM;BOL;GLO
34893;BOL.34893;LAM.75;LAM;BOL;GLO
34894;BOL.34894;LAM.75;LAM;BOL;GLO
34895;BOL.34895;LAM.92;LAM;BOL;GLO
34896;BOL.34896;LAM.88;LAM;BOL;GLO
34897;BOL.34897;LAM.75;LAM;BOL;GLO
34898;BOL.34898;LAM.75;LAM;BOL;GLO
34899;BOL.34899;LAM.75;LAM;BOL;GLO
34900;BOL.34900;LAM.69;LAM;BOL;GLO
34901;BOL.34901;LAM.88;LAM;BOL;GLO
34902;BRA.34902;LAM.64;LAM;BRA;GLO
34903;BRA.34903;LAM.92;LAM;BRA;GLO
34904;BRA.34904;LAM.75;LAM;BRA;GLO
34905;BRA.34905;LAM.64;LAM;BRA;GLO
34906;BRA.34906;LAM.88;LAM;BRA;GLO
34907;BRA.34907;LAM.68;LAM;BRA;GLO
34908;BRA.34908;LAM.64;LAM;BRA;GLO
34909;BRA.34909;LAM.90;LAM;BRA;GLO
34910;BRA.34910;LAM.68;LAM;BRA;GLO
34911;BRA.34911;LAM.68;LAM;BRA;GLO
34912;BRA.34912;LAM.90;LAM;BRA;GLO
34913;BRA.34913;LAM.68;LAM;BRA;GLO
34914;BRA.34914;LAM.90;LAM;BRA;GLO
34915;BRA.34915;LAM.61;LAM;BRA;GLO
34916;BRA.34916;LAM.61;LAM;BRA;GLO
34917;BRA.34917;LAM.90;LAM;BRA;GLO
34918;BRA.34918;LAM.68;LAM;BRA;GLO
34919;BRA.34919;LAM.68;LAM;BRA;GLO
34920;BRA.34920;LAM.88;LAM;BRA;GLO
34921;BRA.34921;LAM.68;LAM;BRA;GLO
34922;BRA.34922;LAM.68;LAM;BRA;GLO
34923;BRA.34923;LAM.68;LAM;BRA;GLO
34924;BRA.34924;LAM.68;LAM;BRA;GLO
34925;BRA.34925;LAM.90;LAM;BRA;GLO
34926;BRA.34926;LAM.68;LAM;BRA;GLO
34927;BRA.34927;LAM.88;LAM;BRA;GLO
34928;BRA.34928;LAM.68;LAM;BRA;GLO
34929;BRA.34929;LAM.68;LAM;BRA;GLO
34930;BRA.34930;LAM.68;LAM;BRA;GLO
34931;BRA.34931;LAM.72;LAM;BRA;GLO
34932;BRA.34932;LAM.88;LAM;BRA;GLO
34933;BRA.34933;LAM.84;LAM;BRA;GLO
34934;BRA.34934;LAM.84;LAM;BRA;GLO
34935;BRA.34935;LAM.88;LAM;BRA;GLO
34936;BRA.34936;LAM.84;LAM;BRA;GLO
34937;BRA.34937;LAM.82;LAM;BRA;GLO
34938;BRA.34938;LAM.93;LAM;BRA;GLO
34939;VEN.34939;LAM.67;LAM;VEN;GLO
34940;GUY.34940;LAM.69;LAM;GUY;GLO
34941;GUY.34941;LAM.83;LAM;GUY;GLO
34942;GUY.34942;LAM.75;LAM;GUY;GLO
34943;VEN.34943;LAM.88;LAM;VEN;GLO
34944;VEN.34944;LAM.76;LAM;VEN;GLO
34945;VEN.34945;LAM.69;LAM;VEN;GLO
34946;FLK.34946;LAM.85;LAM;FLK;GLO
34947;ARG.34947;LAM.77;LAM;ARG;GLO
34948;ARG.34948;LAM.77;LAM;ARG;GLO
34949;ARG.34949;LAM.77;LAM;ARG;GLO
34950;ARG.34950;LAM.77;LAM;ARG;GLO
34951;ARG.34951;LAM.77;LAM;ARG;GLO
34952;ARG.34952;LAM.86;LAM;ARG;GLO
34953;ARG.34953;LAM.86;LAM;ARG;GLO
34954;ARG.34954;LAM.86;LAM;ARG;GLO
34955;ARG.34955;LAM.86;LAM;ARG;GLO
34956;ARG.34956;LAM.86;LAM;ARG;GLO
34957;ARG.34957;LAM.86;LAM;ARG;GLO
34958;ARG.34958;LAM.86;LAM;ARG;GLO
34959;ARG.34959;LAM.86;LAM;ARG;GLO
34960;ARG.34960;LAM.78;LAM;ARG;GLO
34961;ARG.34961;LAM.78;LAM;ARG;GLO
34962;ARG.34962;LAM.78;LAM;ARG;GLO
34963;ARG.34963;LAM.78;LAM;ARG;GLO
34964;ARG.34964;LAM.78;LAM;ARG;GLO
34965;ARG.34965;LAM.78;LAM;ARG;GLO
34966;ARG.34966;LAM.78;LAM;ARG;GLO
34967;ARG.34967;LAM.83;LAM;ARG;GLO
34968;ARG.34968;LAM.83;LAM;ARG;GLO
34969;ARG.34969;LAM.83;LAM;ARG;GLO
34970;ARG.34970;LAM.83;LAM;ARG;GLO
34971;ARG.34971;LAM.83;LAM;ARG;GLO
34972;ARG.34972;LAM.83;LAM;ARG;GLO
34973;ARG.34973;LAM.83;LAM;ARG;GLO
34974;ARG.34974;LAM.75;LAM;ARG;GLO
34975;ARG.34975;LAM.83;LAM;ARG;GLO
34976;ARG.34976;LAM.81;LAM;ARG;GLO
34977;PRY.34977;LAM.81;LAM;PRY;GLO
34978;PRY.34978;LAM.81;LAM;PRY;GLO
34979;PRY.34979;LAM.81;LAM;PRY;GLO
34980;PRY.34980;LAM.81;LAM;PRY;GLO
34981;PRY.34981;LAM.81;LAM;PRY;GLO
34982;PRY.34982;LAM.81;LAM;PRY;GLO
34983;PRY.34983;LAM.81;LAM;PRY;GLO
34984;PRY.34984;LAM.81;LAM;PRY;GLO
34985;PRY.34985;LAM.63;LAM;PRY;GLO
34986;BOL.34986;LAM.75;LAM;BOL;GLO
34987;BOL.34987;LAM.75;LAM;BOL;GLO
34988;BOL.34988;LAM.75;LAM;BOL;GLO
34989;BOL.34989;LAM.75;LAM;BOL;GLO
34990;BOL.34990;LAM.90;LAM;BOL;GLO
34991;BOL.34991;LAM.64;LAM;BOL;GLO
34992;BOL.34992;LAM.92;LAM;BOL;GLO
34993;BOL.34993;LAM.75;LAM;BOL;GLO
34994;BRA.34994;LAM.64;LAM;BRA;GLO
34995;BRA.34995;LAM.92;LAM;BRA;GLO
34996;BRA.34996;LAM.64;LAM;BRA;GLO
34997;BRA.34997;LAM.88;LAM;BRA;GLO
34998;BRA.34998;LAM.88;LAM;BRA;GLO
34999;BRA.34999;LAM.92;LAM;BRA;GLO
35000;BRA.35000;LAM.92;LAM;BRA;GLO
35001;BRA.35001;LAM.88;LAM;BRA;GLO
35002;BRA.35002;LAM.90;LAM;BRA;GLO
35003;BRA.35003;LAM.64;LAM;BRA;GLO
35004;BRA.35004;LAM.64;LAM;BRA;GLO
35005;BRA.35005;LAM.90;LAM;BRA;GLO
35006;BRA.35006;LAM.88;LAM;BRA;GLO
35007;BRA.35007;LAM.61;LAM;BRA;GLO
35008;BRA.35008;LAM.61;LAM;BRA;GLO
35009;BRA.35009;LAM.68;LAM;BRA;GLO
35010;BRA.35010;LAM.88;LAM;BRA;GLO
35011;BRA.35011;LAM.90;LAM;BRA;GLO
35012;BRA.35012;LAM.90;LAM;BRA;GLO
35013;BRA.35013;LAM.90;LAM;BRA;GLO
35014;BRA.35014;LAM.68;LAM;BRA;GLO
35015;BRA.35015;LAM.90;LAM;BRA;GLO
35016;BRA.35016;LAM.68;LAM;BRA;GLO
35017;BRA.35017;LAM.68;LAM;BRA;GLO
35018;BRA.35018;LAM.68;LAM;BRA;GLO
35019;BRA.35019;LAM.68;LAM;BRA;GLO
35020;BRA.35020;LAM.68;LAM;BRA;GLO
35021;BRA.35021;LAM.68;LAM;BRA;GLO
35022;BRA.35022;LAM.68;LAM;BRA;GLO
35023;BRA.35023;LAM.64;LAM;BRA;GLO
35024;BRA.35024;LAM.68;LAM;BRA;GLO
35025;BRA.35025;LAM.88;LAM;BRA;GLO
35026;BRA.35026;LAM.68;LAM;BRA;GLO
35027;BRA.35027;LAM.88;LAM;BRA;GLO
35028;BRA.35028;LAM.69;LAM;BRA;GLO
35029;BRA.35029;LAM.88;LAM;BRA;GLO
35030;BRA.35030;LAM.84;LAM;BRA;GLO
35031;BRA.35031;LAM.84;LAM;BRA;GLO
35032;BRA.35032;LAM.84;LAM;BRA;GLO
35033;BRA.35033;LAM.84;LAM;BRA;GLO
35034;BRA.35034;LAM.84;LAM;BRA;GLO
35035;GUY.35035;LAM.93;LAM;GUY;GLO
35036;GUY.35036;LAM.69;LAM;GUY;GLO
35037;GUY.35037;LAM.69;LAM;GUY;GLO
35038;GUY.35038;LAM.75;LAM;GUY;GLO
35039;GUY.35039;LAM.64;LAM;GUY;GLO
35040;GUY.35040;LAM.69;LAM;GUY;GLO
35041;VEN.35041;LAM.88;LAM;VEN;GLO
35042;FLK.35042;LAM.85;LAM;FLK;GLO
35043;FLK.35043;LAM.85;LAM;FLK;GLO
35044;ARG.35044;LAM.77;LAM;ARG;GLO
35045;ARG.35045;LAM.77;LAM;ARG;GLO
35046;ARG.35046;LAM.77;LAM;ARG;GLO
35047;ARG.35047;LAM.77;LAM;ARG;GLO
35048;ARG.35048;LAM.77;LAM;ARG;GLO
35049;ARG.35049;LAM.86;LAM;ARG;GLO
35050;ARG.35050;LAM.86;LAM;ARG;GLO
35051;ARG.35051;LAM.86;LAM;ARG;GLO
35052;ARG.35052;LAM.91;LAM;ARG;GLO
35053;ARG.35053;LAM.86;LAM;ARG;GLO
35054;ARG.35054;LAM.86;LAM;ARG;GLO
35055;ARG.35055;LAM.86;LAM;ARG;GLO
35056;ARG.35056;LAM.86;LAM;ARG;GLO
35057;ARG.35057;LAM.86;LAM;ARG;GLO
35058;ARG.35058;LAM.86;LAM;ARG;GLO
35059;ARG.35059;LAM.83;LAM;ARG;GLO
35060;ARG.35060;LAM.78;LAM;ARG;GLO
35061;ARG.35061;LAM.78;LAM;ARG;GLO
35062;ARG.35062;LAM.78;LAM;ARG;GLO
35063;ARG.35063;LAM.78;LAM;ARG;GLO
35064;ARG.35064;LAM.83;LAM;ARG;GLO
35065;ARG.35065;LAM.83;LAM;ARG;GLO
35066;ARG.35066;LAM.83;LAM;ARG;GLO
35067;ARG.35067;LAM.83;LAM;ARG;GLO
35068;ARG.35068;LAM.83;LAM;ARG;GLO
35069;ARG.35069;LAM.83;LAM;ARG;GLO
35070;ARG.35070;LAM.83;LAM;ARG;GLO
35071;ARG.35071;LAM.83;LAM;ARG;GLO
35072;ARG.35072;LAM.81;LAM;ARG;GLO
35073;ARG.35073;LAM.81;LAM;ARG;GLO
35074;PRY.35074;LAM.81;LAM;PRY;GLO
35075;PRY.35075;LAM.81;LAM;PRY;GLO
35076;PRY.35076;LAM.81;LAM;PRY;GLO
35077;PRY.35077;LAM.81;LAM;PRY;GLO
35078;PRY.35078;LAM.81;LAM;PRY;GLO
35079;PRY.35079;LAM.81;LAM;PRY;GLO
35080;PRY.35080;LAM.81;LAM;PRY;GLO
35081;PRY.35081;LAM.63;LAM;PRY;GLO
35082;PRY.35082;LAM.75;LAM;PRY;GLO
35083;BOL.35083;LAM.75;LAM;BOL;GLO
35084;BOL.35084;LAM.69;LAM;BOL;GLO
35085;BOL.35085;LAM.75;LAM;BOL;GLO
35086;BOL.35086;LAM.88;LAM;BOL;GLO
35087;BOL.35087;LAM.88;LAM;BOL;GLO
35088;BOL.35088;LAM.88;LAM;BOL;GLO
35089;BRA.35089;LAM.64;LAM;BRA;GLO
35090;BRA.35090;LAM.88;LAM;BRA;GLO
35091;BRA.35091;LAM.92;LAM;BRA;GLO
35092;BRA.35092;LAM.64;LAM;BRA;GLO
35093;BRA.35093;LAM.64;LAM;BRA;GLO
35094;BRA.35094;LAM.92;LAM;BRA;GLO
35095;BRA.35095;LAM.92;LAM;BRA;GLO
35096;BRA.35096;LAM.92;LAM;BRA;GLO
35097;BRA.35097;LAM.68;LAM;BRA;GLO
35098;BRA.35098;LAM.90;LAM;BRA;GLO
35099;BRA.35099;LAM.90;LAM;BRA;GLO
35100;BRA.35100;LAM.90;LAM;BRA;GLO
35101;BRA.35101;LAM.76;LAM;BRA;GLO
35102;BRA.35102;LAM.90;LAM;BRA;GLO
35103;BRA.35103;LAM.64;LAM;BRA;GLO
35104;BRA.35104;LAM.90;LAM;BRA;GLO
35105;BRA.35105;LAM.90;LAM;BRA;GLO
35106;BRA.35106;LAM.90;LAM;BRA;GLO
35107;BRA.35107;LAM.68;LAM;BRA;GLO
35108;BRA.35108;LAM.68;LAM;BRA;GLO
35109;BRA.35109;LAM.90;LAM;BRA;GLO
35110;BRA.35110;LAM.90;LAM;BRA;GLO
35111;BRA.35111;LAM.90;LAM;BRA;GLO
35112;BRA.35112;LAM.90;LAM;BRA;GLO
35113;BRA.35113;LAM.68;LAM;BRA;GLO
35114;BRA.35114;LAM.68;LAM;BRA;GLO
35115;BRA.35115;LAM.68;LAM;BRA;GLO
35116;BRA.35116;LAM.68;LAM;BRA;GLO
35117;BRA.35117;LAM.68;LAM;BRA;GLO
35118;BRA.35118;LAM.68;LAM;BRA;GLO
35119;BRA.35119;LAM.68;LAM;BRA;GLO
35120;BRA.35120;LAM.64;LAM;BRA;GLO
35121;BRA.35121;LAM.76;LAM;BRA;GLO
35122;BRA.35122;LAM.64;LAM;BRA;GLO
35123;BRA.35123;LAM.68;LAM;BRA;GLO
35124;BRA.35124;LAM.64;LAM;BRA;GLO
35125;BRA.35125;LAM.69;LAM;BRA;GLO
35126;GUY.35126;LAM.84;LAM;GUY;GLO
35127;GUY.35127;LAM.88;LAM;GUY;GLO
35128;GUY.35128;LAM.84;LAM;GUY;GLO
35129;BRA.35129;LAM.72;LAM;BRA;GLO
35130;BRA.35130;LAM.84;LAM;BRA;GLO
35131;GUY.35131;LAM.88;LAM;GUY;GLO
35132;GUY.35132;LAM.69;LAM;GUY;GLO
35133;GUY.35133;LAM.69;LAM;GUY;GLO
35134;GUY.35134;LAM.69;LAM;GUY;GLO
35135;GUY.35135;LAM.88;LAM;GUY;GLO
35136;GUY.35136;LAM.69;LAM;GUY;GLO
35137;GUY.35137;LAM.69;LAM;GUY;GLO
35138;GUY.35138;LAM.69;LAM;GUY;GLO
35139;FLK.35139;LAM.85;LAM;FLK;GLO
35140;ARG.35140;LAM.77;LAM;ARG;GLO
35141;ARG.35141;LAM.77;LAM;ARG;GLO
35142;ARG.35142;LAM.77;LAM;ARG;GLO
35143;ARG.35143;LAM.77;LAM;ARG;GLO
35144;ARG.35144;LAM.77;LAM;ARG;GLO
35145;ARG.35145;LAM.86;LAM;ARG;GLO
35146;ARG.35146;LAM.86;LAM;ARG;GLO
35147;ARG.35147;LAM.86;LAM;ARG;GLO
35148;ARG.35148;LAM.86;LAM;ARG;GLO
35149;ARG.35149;LAM.86;LAM;ARG;GLO
35150;ARG.35150;LAM.86;LAM;ARG;GLO
35151;ARG.35151;LAM.86;LAM;ARG;GLO
35152;ARG.35152;LAM.86;LAM;ARG;GLO
35153;ARG.35153;LAM.86;LAM;ARG;GLO
35154;ARG.35154;LAM.86;LAM;ARG;GLO
35155;ARG.35155;LAM.86;LAM;ARG;GLO
35156;ARG.35156;LAM.83;LAM;ARG;GLO
35157;ARG.35157;LAM.83;LAM;ARG;GLO
35158;ARG.35158;LAM.78;LAM;ARG;GLO
35159;ARG.35159;LAM.78;LAM;ARG;GLO
35160;ARG.35160;LAM.78;LAM;ARG;GLO
35161;ARG.35161;LAM.83;LAM;ARG;GLO
35162;ARG.35162;LAM.83;LAM;ARG;GLO
35163;ARG.35163;LAM.83;LAM;ARG;GLO
35164;ARG.35164;LAM.83;LAM;ARG;GLO
35165;ARG.35165;LAM.83;LAM;ARG;GLO
35166;ARG.35166;LAM.83;LAM;ARG;GLO
35167;ARG.35167;LAM.83;LAM;ARG;GLO
35168;ARG.35168;LAM.83;LAM;ARG;GLO
35169;PRY.35169;LAM.83;LAM;PRY;GLO
35170;PRY.35170;LAM.83;LAM;PRY;GLO
35171;PRY.35171;LAM.81;LAM;PRY;GLO
35172;PRY.35172;LAM.81;LAM;PRY;GLO
35173;PRY.35173;LAM.81;LAM;PRY;GLO
35174;PRY.35174;LAM.81;LAM;PRY;GLO
35175;PRY.35175;LAM.63;LAM;PRY;GLO
35176;PRY.35176;LAM.63;LAM;PRY;GLO
35177;PRY.35177;LAM.75;LAM;PRY;GLO
35178;PRY.35178;LAM.75;LAM;PRY;GLO
35179;BOL.35179;LAM.75;LAM;BOL;GLO
35180;BOL.35180;LAM.75;LAM;BOL;GLO
35181;BOL.35181;LAM.75;LAM;BOL;GLO
35182;BOL.35182;LAM.75;LAM;BOL;GLO
35183;BOL.35183;LAM.64;LAM;BOL;GLO
35184;BOL.35184;LAM.64;LAM;BOL;GLO
35185;BRA.35185;LAM.92;LAM;BRA;GLO
35186;BRA.35186;LAM.64;LAM;BRA;GLO
35187;BRA.35187;LAM.64;LAM;BRA;GLO
35188;BRA.35188;LAM.92;LAM;BRA;GLO
35189;BRA.35189;LAM.84;LAM;BRA;GLO
35190;BRA.35190;LAM.82;LAM;BRA;GLO
35191;BRA.35191;LAM.92;LAM;BRA;GLO
35192;BRA.35192;LAM.68;LAM;BRA;GLO
35193;BRA.35193;LAM.90;LAM;BRA;GLO
35194;BRA.35194;LAM.64;LAM;BRA;GLO
35195;BRA.35195;LAM.88;LAM;BRA;GLO
35196;BRA.35196;LAM.68;LAM;BRA;GLO
35197;BRA.35197;LAM.68;LAM;BRA;GLO
35198;BRA.35198;LAM.68;LAM;BRA;GLO
35199;BRA.35199;LAM.68;LAM;BRA;GLO
35200;BRA.35200;LAM.90;LAM;BRA;GLO
35201;BRA.35201;LAM.90;LAM;BRA;GLO
35202;BRA.35202;LAM.90;LAM;BRA;GLO
35203;BRA.35203;LAM.90;LAM;BRA;GLO
35204;BRA.35204;LAM.68;LAM;BRA;GLO
35205;BRA.35205;LAM.90;LAM;BRA;GLO
35206;BRA.35206;LAM.61;LAM;BRA;GLO
35207;BRA.35207;LAM.90;LAM;BRA;GLO
35208;BRA.35208;LAM.68;LAM;BRA;GLO
35209;BRA.35209;LAM.68;LAM;BRA;GLO
35210;BRA.35210;LAM.68;LAM;BRA;GLO
35211;BRA.35211;LAM.68;LAM;BRA;GLO
35212;BRA.35212;LAM.68;LAM;BRA;GLO
35213;BRA.35213;LAM.68;LAM;BRA;GLO
35214;BRA.35214;LAM.68;LAM;BRA;GLO
35215;BRA.35215;LAM.90;LAM;BRA;GLO
35216;BRA.35216;LAM.90;LAM;BRA;GLO
35217;BRA.35217;LAM.90;LAM;BRA;GLO
35218;BRA.35218;LAM.76;LAM;BRA;GLO
35219;BRA.35219;LAM.68;LAM;BRA;GLO
35220;BRA.35220;LAM.69;LAM;BRA;GLO
35221;GUY.35221;LAM.69;LAM;GUY;GLO
35222;GUY.35222;LAM.88;LAM;GUY;GLO
35223;GUY.35223;LAM.88;LAM;GUY;GLO
35224;GUY.35224;LAM.69;LAM;GUY;GLO
35225;GUY.35225;LAM.92;LAM;GUY;GLO
35226;GUY.35226;LAM.88;LAM;GUY;GLO
35227;GUY.35227;LAM.69;LAM;GUY;GLO
35228;GUY.35228;LAM.75;LAM;GUY;GLO
35229;GUY.35229;LAM.75;LAM;GUY;GLO
35230;GUY.35230;LAM.75;LAM;GUY;GLO
35231;GUY.35231;LAM.75;LAM;GUY;GLO
35232;GUY.35232;LAM.69;LAM;GUY;GLO
35233;GUY.35233;LAM.69;LAM;GUY;GLO
35234;FLK.35234;LAM.85;LAM;FLK;GLO
35235;ARG.35235;LAM.77;LAM;ARG;GLO
35236;ARG.35236;LAM.77;LAM;ARG;GLO
35237;ARG.35237;LAM.77;LAM;ARG;GLO
35238;ARG.35238;LAM.77;LAM;ARG;GLO
35239;ARG.35239;LAM.86;LAM;ARG;GLO
35240;ARG.35240;LAM.86;LAM;ARG;GLO
35241;ARG.35241;LAM.86;LAM;ARG;GLO
35242;ARG.35242;LAM.91;LAM;ARG;GLO
35243;ARG.35243;LAM.86;LAM;ARG;GLO
35244;ARG.35244;LAM.86;LAM;ARG;GLO
35245;ARG.35245;LAM.86;LAM;ARG;GLO
35246;ARG.35246;LAM.86;LAM;ARG;GLO
35247;ARG.35247;LAM.86;LAM;ARG;GLO
35248;ARG.35248;LAM.86;LAM;ARG;GLO
35249;ARG.35249;LAM.86;LAM;ARG;GLO
35250;ARG.35250;LAM.83;LAM;ARG;GLO
35251;ARG.35251;LAM.83;LAM;ARG;GLO
35252;ARG.35252;LAM.83;LAM;ARG;GLO
35253;ARG.35253;LAM.83;LAM;ARG;GLO
35254;ARG.35254;LAM.83;LAM;ARG;GLO
35255;ARG.35255;LAM.83;LAM;ARG;GLO
35256;ARG.35256;LAM.83;LAM;ARG;GLO
35257;ARG.35257;LAM.83;LAM;ARG;GLO
35258;ARG.35258;LAM.83;LAM;ARG;GLO
35259;ARG.35259;LAM.83;LAM;ARG;GLO
35260;ARG.35260;LAM.93;LAM;ARG;GLO
35261;ARG.35261;LAM.83;LAM;ARG;GLO
35262;PRY.35262;LAM.81;LAM;PRY;GLO
35263;PRY.35263;LAM.83;LAM;PRY;GLO
35264;PRY.35264;LAM.83;LAM;PRY;GLO
35265;PRY.35265;LAM.83;LAM;PRY;GLO
35266;PRY.35266;LAM.75;LAM;PRY;GLO
35267;PRY.35267;LAM.75;LAM;PRY;GLO
35268;PRY.35268;LAM.75;LAM;PRY;GLO
35269;PRY.35269;LAM.75;LAM;PRY;GLO
35270;PRY.35270;LAM.75;LAM;PRY;GLO
35271;PRY.35271;LAM.75;LAM;PRY;GLO
35272;PRY.35272;LAM.75;LAM;PRY;GLO
35273;BOL.35273;LAM.90;LAM;BOL;GLO
35274;BOL.35274;LAM.75;LAM;BOL;GLO
35275;BOL.35275;LAM.92;LAM;BOL;GLO
35276;BOL.35276;LAM.75;LAM;BOL;GLO
35277;BOL.35277;LAM.64;LAM;BOL;GLO
35278;BOL.35278;LAM.64;LAM;BOL;GLO
35279;BRA.35279;LAM.64;LAM;BRA;GLO
35280;BRA.35280;LAM.64;LAM;BRA;GLO
35281;BRA.35281;LAM.92;LAM;BRA;GLO
35282;BRA.35282;LAM.92;LAM;BRA;GLO
35283;BRA.35283;LAM.92;LAM;BRA;GLO
35284;BRA.35284;LAM.88;LAM;BRA;GLO
35285;BRA.35285;LAM.92;LAM;BRA;GLO
35286;BRA.35286;LAM.92;LAM;BRA;GLO
35287;BRA.35287;LAM.68;LAM;BRA;GLO
35288;BRA.35288;LAM.64;LAM;BRA;GLO
35289;BRA.35289;LAM.68;LAM;BRA;GLO
35290;BRA.35290;LAM.88;LAM;BRA;GLO
35291;BRA.35291;LAM.68;LAM;BRA;GLO
35292;BRA.35292;LAM.64;LAM;BRA;GLO
35293;BRA.35293;LAM.64;LAM;BRA;GLO
35294;BRA.35294;LAM.64;LAM;BRA;GLO
35295;BRA.35295;LAM.90;LAM;BRA;GLO
35296;BRA.35296;LAM.88;LAM;BRA;GLO
35297;BRA.35297;LAM.68;LAM;BRA;GLO
35298;BRA.35298;LAM.68;LAM;BRA;GLO
35299;BRA.35299;LAM.90;LAM;BRA;GLO
35300;BRA.35300;LAM.90;LAM;BRA;GLO
35301;BRA.35301;LAM.90;LAM;BRA;GLO
35302;BRA.35302;LAM.90;LAM;BRA;GLO
35303;BRA.35303;LAM.68;LAM;BRA;GLO
35304;BRA.35304;LAM.68;LAM;BRA;GLO
35305;BRA.35305;LAM.68;LAM;BRA;GLO
35306;BRA.35306;LAM.68;LAM;BRA;GLO
35307;BRA.35307;LAM.68;LAM;BRA;GLO
35308;BRA.35308;LAM.90;LAM;BRA;GLO
35309;BRA.35309;LAM.90;LAM;BRA;GLO
35310;BRA.35310;LAM.90;LAM;BRA;GLO
35311;BRA.35311;LAM.61;LAM;BRA;GLO
35312;BRA.35312;LAM.76;LAM;BRA;GLO
35313;BRA.35313;LAM.90;LAM;BRA;GLO
35314;BRA.35314;LAM.69;LAM;BRA;GLO
35315;GUY.35315;LAM.69;LAM;GUY;GLO
35316;GUY.35316;LAM.76;LAM;GUY;GLO
35317;GUY.35317;LAM.69;LAM;GUY;GLO
35318;GUY.35318;LAM.61;LAM;GUY;GLO
35319;GUY.35319;LAM.88;LAM;GUY;GLO
35320;GUY.35320;LAM.69;LAM;GUY;GLO
35321;GUY.35321;LAM.69;LAM;GUY;GLO
35322;GUY.35322;LAM.75;LAM;GUY;GLO
35323;GUY.35323;LAM.75;LAM;GUY;GLO
35324;GUY.35324;LAM.75;LAM;GUY;GLO
35325;GUY.35325;LAM.72;LAM;GUY;GLO
35326;GUY.35326;LAM.90;LAM;GUY;GLO
35327;FLK.35327;LAM.85;LAM;FLK;GLO
35328;FLK.35328;LAM.85;LAM;FLK;GLO
35329;ARG.35329;LAM.77;LAM;ARG;GLO
35330;ARG.35330;LAM.77;LAM;ARG;GLO
35331;ARG.35331;LAM.77;LAM;ARG;GLO
35332;ARG.35332;LAM.77;LAM;ARG;GLO
35333;ARG.35333;LAM.77;LAM;ARG;GLO
35334;ARG.35334;LAM.86;LAM;ARG;GLO
35335;ARG.35335;LAM.91;LAM;ARG;GLO
35336;ARG.35336;LAM.86;LAM;ARG;GLO
35337;URY.35337;LAM.86;LAM;URY;GLO
35338;URY.35338;LAM.86;LAM;URY;GLO
35339;URY.35339;LAM.86;LAM;URY;GLO
35340;ARG.35340;LAM.86;LAM;ARG;GLO
35341;ARG.35341;LAM.86;LAM;ARG;GLO
35342;ARG.35342;LAM.86;LAM;ARG;GLO
35343;ARG.35343;LAM.86;LAM;ARG;GLO
35344;ARG.35344;LAM.83;LAM;ARG;GLO
35345;ARG.35345;LAM.83;LAM;ARG;GLO
35346;ARG.35346;LAM.83;LAM;ARG;GLO
35347;ARG.35347;LAM.83;LAM;ARG;GLO
35348;ARG.35348;LAM.83;LAM;ARG;GLO
35349;ARG.35349;LAM.83;LAM;ARG;GLO
35350;ARG.35350;LAM.83;LAM;ARG;GLO
35351;PRY.35351;LAM.83;LAM;PRY;GLO
35352;PRY.35352;LAM.83;LAM;PRY;GLO
35353;ARG.35353;LAM.83;LAM;ARG;GLO
35354;ARG.35354;LAM.83;LAM;ARG;GLO
35355;ARG.35355;LAM.83;LAM;ARG;GLO
35356;PRY.35356;LAM.83;LAM;PRY;GLO
35357;PRY.35357;LAM.75;LAM;PRY;GLO
35358;PRY.35358;LAM.83;LAM;PRY;GLO
35359;PRY.35359;LAM.75;LAM;PRY;GLO
35360;PRY.35360;LAM.75;LAM;PRY;GLO
35361;PRY.35361;LAM.75;LAM;PRY;GLO
35362;PRY.35362;LAM.75;LAM;PRY;GLO
35363;PRY.35363;LAM.75;LAM;PRY;GLO
35364;PRY.35364;LAM.75;LAM;PRY;GLO
35365;PRY.35365;LAM.75;LAM;PRY;GLO
35366;BOL.35366;LAM.88;LAM;BOL;GLO
35367;BOL.35367;LAM.88;LAM;BOL;GLO
35368;BOL.35368;LAM.64;LAM;BOL;GLO
35369;BOL.35369;LAM.64;LAM;BOL;GLO
35370;BOL.35370;LAM.88;LAM;BOL;GLO
35371;BRA.35371;LAM.64;LAM;BRA;GLO
35372;BRA.35372;LAM.64;LAM;BRA;GLO
35373;BRA.35373;LAM.64;LAM;BRA;GLO
35374;BRA.35374;LAM.64;LAM;BRA;GLO
35375;BRA.35375;LAM.92;LAM;BRA;GLO
35376;BRA.35376;LAM.92;LAM;BRA;GLO
35377;BRA.35377;LAM.92;LAM;BRA;GLO
35378;BRA.35378;LAM.92;LAM;BRA;GLO
35379;BRA.35379;LAM.92;LAM;BRA;GLO
35380;BRA.35380;LAM.64;LAM;BRA;GLO
35381;BRA.35381;LAM.68;LAM;BRA;GLO
